CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
7/30/24,12:55,Missing,,,,,PELHAM PARKWAY,BOSTON ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4745930,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/5/24,7:55,QUEENS,11367,40.719357,-73.817986,"(40.719357, -73.817986)",78 RD,MAIN ST,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4777989,Sedan,Sedan,,,
10/15/24,23:00,Missing,,40.704422,-73.99491,"(40.704422, -73.99491)",BROOKLYN BRIDGE,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4778212,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/4/24,20:24,QUEENS,11412,40.69444,-73.758675,"(40.69444, -73.758675)",194 ST,116 AVE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4778175,Sedan,,,,
2/5/24,15:46,Missing,,40.668507,-73.92561,"(40.668507, -73.92561)",EASTERN PARKWAY,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4700659,Sedan,Sedan,,,
3/1/24,2:35,Missing,,40.668797,-73.93113,"(40.668797, -73.93113)",EASTERN PARKWAY,,,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,4706660,,,,,
2/28/24,9:27,Missing,,40.74904,-73.944275,"(40.74904, -73.944275)",23 STREET,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4705799,Sedan,Flat Bed,,,
2/29/24,13:20,Missing,,,,,GOWANUS RAMP,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4706075,Pick-up Truck,Sedan,,,
3/2/24,0:15,QUEENS,11691,,,,SCOTT A GADELL PLACE,MOTT AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4706671,Station Wagon/Sport Utility Vehicle,Sedan,,,
3/3/24,22:30,BRONX,10470,40.896835,-73.86787,"(40.896835, -73.86787)",,,283       EAST 234 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4707298,Sedan,,,,
2/28/24,19:14,BRONX,10467,40.8678,-73.86251,"(40.8678, -73.86251)",MATTHEWS AVENUE,ARNOW AVENUE,,1,0,1,0,0,0,0,0,Unsafe Speed,,,,,4707133,Sedan,,,,
8/4/24,0:00,Missing,,,,,PARSONS BOULEVARD,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4746215,Sedan,Sedan,,,
3/4/24,10:25,BROOKLYN,11215,40.675434,-73.97797,"(40.675434, -73.97797)",6 AVENUE,UNION STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4706995,Sedan,,,,
3/4/24,17:00,Missing,,40.839767,-73.905396,"(40.839767, -73.905396)",CLAREMONT PARKWAY,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4707770,,,,,
3/5/24,9:30,MANHATTAN,10010,40.74211,-73.99089,"(40.74211, -73.99089)",,,37        WEST 23 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4707427,Sedan,,,,
11/25/24,15:07,MANHATTAN,10017,0,0,"(0.0, 0.0)",,,51        E 49 ST,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4778441,Taxi,Convertible,,,
12/14/24,4:54,BROOKLYN,11212,40.65531,-73.903175,"(40.65531, -73.903175)",LINDEN BLVD,MOTHER GASTON BLVD,,1,0,0,0,0,0,1,0,Unspecified,,,,,4778782,Sedan,,,,
8/6/24,17:40,Missing,,,,,17 AVENUE,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4745937,Sedan,Sedan,,,
9/30/24,10:24,BROOKLYN,11212,40.66254,-73.90505,"(40.66254, -73.90505)",,,660       STONE AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4759896,Sedan,,,,
9/11/24,17:00,BROOKLYN,11235,40.583687,-73.94487,"(40.583687, -73.94487)",EMMONS AVENUE,DOOLEY STREET,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,4756973,Sedan,,,,
9/22/24,0:00,STATEN ISLAND,10307,40.51817,-74.2345,"(40.51817, -74.2345)",,,245       PAGE AVENUE,0,0,0,0,0,0,0,0,,,,,,4758326,,,,,
9/14/24,2:18,Missing,,40.659336,-73.92726,"(40.659336, -73.92726)",EAST 54 STREET,WINTHROP STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4755848,Taxi,Taxi,,,
10/8/24,13:30,BROOKLYN,11221,40.691452,-73.93758,"(40.691452, -73.93758)",,,884       LAFAYETTE AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4762060,Sedan,,,,
9/28/24,19:15,Missing,,40.87278,-73.851265,"(40.87278, -73.851265)",PEARSALL AVENUE,GIVAN AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4759472,Sedan,Sedan,,,
9/14/24,1:34,MANHATTAN,10031,40.825504,-73.948235,"(40.825504, -73.948235)",,,511       WEST 145 STREET,1,0,1,0,0,0,0,0,Unspecified,,,,,4756275,Sedan,,,,
7/26/24,15:25,Missing,,,,,VERRAZANO BRIDGE UPPER,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4746767,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
8/7/24,6:45,Missing,,,,,BROADWAY,,,1,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4746262,Station Wagon/Sport Utility Vehicle,E-Scooter,,,
8/7/24,6:24,Missing,,40.666786,-73.78452,"(40.666786, -73.78452)",BELT PARKWAY,,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,4746306,Sedan,,,,
9/13/24,18:00,BROOKLYN,11208,40.67398,-73.878876,"(40.67398, -73.878876)",,,204       ATKINS AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4755997,Sedan,,,,
10/14/24,2:20,Missing,,40.709896,-73.83941,"(40.709896, -73.83941)",JACKIE ROBINSON PKWY,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4763222,Sedan,Sedan,,,
8/10/24,15:15,Missing,,,,,Arthurkill road,Androvette street,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4746865,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
8/7/24,17:35,Missing,,,,,CALYER STREET,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4747182,Moped,Sedan,,,
6/3/24,3:28,MANHATTAN,10065,40.765713,-73.96988,"(40.765713, -73.96988)",,,696       MADISON AVENUE,0,0,0,0,0,0,0,0,Alcohol Involvement,Other Vehicular,,,,4730190,Sedan,Flat Bed,,,
8/8/24,19:15,Missing,,,,,WEST 143 STREET,,,0,0,0,0,0,0,0,0,Other Vehicular,Passing Too Closely,,,,4747318,Bus,Station Wagon/Sport Utility Vehicle,,,
6/3/24,18:50,BROOKLYN,11229,40.60228,-73.95197,"(40.60228, -73.95197)",,,2442      OCEAN AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4729789,Sedan,Sedan,,,
6/3/24,8:35,Missing,,40.82472,-73.87147,"(40.82472, -73.87147)",BRUCKNER BOULEVARD,METCALF AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4730259,Sedan,Box Truck,,,
6/2/24,20:00,Missing,,40.696014,-73.92153,"(40.696014, -73.92153)",CENTRAL AVENUE,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,,,4730453,Station Wagon/Sport Utility Vehicle,Sedan,,,
6/3/24,6:15,BROOKLYN,11201,40.699482,-73.98049,"(40.699482, -73.98049)",,,26        NAVY STREET,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,4729655,,,,,
6/3/24,5:00,BRONX,10453,40.847305,-73.92465,"(40.847305, -73.92465)",,,1514      SEDGWICK AVENUE,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4730060,Sedan,,,,
6/3/24,13:08,STATEN ISLAND,10305,40.597717,-74.08411,"(40.597717, -74.08411)",,,1232      HYLAN BOULEVARD,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,4730195,Sedan,,,,
8/10/24,23:55,Missing,,,,,WILLIAMSBURG BRIDGE INNER ROADWA,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4747126,Sedan,,,,
6/3/24,21:08,BROOKLYN,11236,40.639816,-73.90664,"(40.639816, -73.90664)",,,8901      FLATLANDS AVENUE,2,0,0,0,0,0,2,0,Brakes Defective,Unspecified,,,,4730064,Sedan,Sedan,,,
8/12/24,11:30,Missing,,,,,BOWNE STREET,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4747289,Sedan,Station Wagon/Sport Utility Vehicle,,,
8/12/24,3:42,Missing,,40.73549,-73.859634,"(40.73549, -73.859634)",LONG ISLAND EXPRESSWAY,,,1,0,0,0,0,0,1,0,Fell Asleep,Unspecified,,,,4747362,Sedan,Sedan,,,
8/10/24,17:55,Missing,,,,,WESTCHESTER AVENUE,HUTCHINSON RIVER PARKWAY,,0,0,0,0,0,0,0,0,Lost Consciousness,,,,,4748146,Station Wagon/Sport Utility Vehicle,,,,
8/13/24,13:00,Missing,,,,,150 STREET,,,2,0,0,0,0,0,2,0,Passing Too Closely,Unspecified,,,,4747635,Station Wagon/Sport Utility Vehicle,Tractor Truck Diesel,,,
8/8/24,11:23,Missing,,,,,BEACH STREET,,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,4748091,Station Wagon/Sport Utility Vehicle,Box Truck,,,
8/13/24,10:10,Missing,,0,0,"(0.0, 0.0)",COURT STREET,,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,,,,,4747643,Bike,,,,
8/13/24,18:40,Missing,,,,,MILFORD STREET,,,1,0,1,0,0,0,0,0,,,,,,4747720,,,,,
8/13/24,6:00,Missing,,40.73902,-73.97335,"(40.73902, -73.97335)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4747503,Sedan,,,,
8/13/24,22:40,Missing,,,,,LAFAYETTE AVENUE,CROSS BRONX EXPRESSWAY,,1,0,0,0,0,0,1,0,Unspecified,,,,,4748118,Sedan,,,,
8/13/24,0:29,Missing,,,,,200 STREET,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4747699,Sedan,,,,
8/13/24,15:26,Missing,,,,,OCEAN PARKWAY,,,3,0,1,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,4747679,Sedan,Sedan,,,
8/13/24,17:30,Missing,,,,,LEXINGTON AVENUE,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4747744,Motorcycle,Sedan,,,
8/3/24,13:40,Missing,,,,,JEROME AVENUE,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4747261,Sedan,,,,
8/5/24,14:50,Missing,,,,,CONVENT AVENUE,,,1,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4747341,E-Scooter,Station Wagon/Sport Utility Vehicle,,,
8/4/24,9:30,Missing,,,,,FARRAGUT PLACE,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4747184,Sedan,,,,
8/10/24,2:55,Missing,,,,,EAST 185 STREET,,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,4746758,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/15/24,16:05,Missing,,40.574802,-73.973526,"(40.574802, -73.973526)",W 5 ST,SURF AVE,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,,,,,4763874,Sedan,,,,
10/12/24,20:05,Missing,,40.82244,-73.90199,"(40.82244, -73.90199)",EAST 163 STREET,,,1,0,0,0,0,0,1,0,Unspecified,,,,,4764123,Station Wagon/Sport Utility Vehicle,,,,
10/10/24,22:23,BROOKLYN,11211,,,,,,251       NORTH 8 STREET,1,0,0,0,0,0,0,0,Unspecified,,,,,4764297,E-Scooter,,,,
6/18/24,17:30,BRONX,10455,40.818237,-73.90897,"(40.818237, -73.90897)",,,670       CAULDWELL AVENUE,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,4747654,Sedan,,,,
8/11/24,13:59,Missing,,,,,HORACE HARDING EXPRESSWAY,KISSENA BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4747238,Sedan,,,,
8/11/24,6:00,Missing,,,,,BRONX BOULEVARD,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4747393,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
8/11/24,20:18,Missing,,40.651974,-73.86542,"(40.651974, -73.86542)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,4747080,Sedan,,,,
8/9/24,6:35,Missing,,,,,HUTCHINSON RIVER PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4747544,Station Wagon/Sport Utility Vehicle,,,,
7/23/24,17:10,MANHATTAN,10001,40.74971,-73.98757,"(40.74971, -73.98757)",,,45        WEST 34 STREET,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,4745908,Sedan,Bike,,,
8/8/24,6:30,BROOKLYN,11226,40.64859,-73.957146,"(40.64859, -73.957146)",,,43        SNYDER AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4746627,Sedan,,,,
10/16/24,13:00,STATEN ISLAND,10306,40.566494,-74.11377,"(40.566494, -74.11377)",HYLAN BOULEVARD,EBBITTS STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4764805,Sedan,,,,
10/18/24,8:46,MANHATTAN,10016,40.74807,-73.97352,"(40.74807, -73.97352)",,,729       2 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4764434,,,,,
10/5/24,18:05,Missing,,,,,LIBERTY AVENUE,,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,4764656,Moped,Sedan,,,
8/27/24,17:59,Missing,,40.71122,-73.72827,"(40.71122, -73.72827)",HEMPSTEAD AVENUE,CROSS ISLAND PARKWAY,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4751383,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/24,21:34,Missing,,,,,University Avenue,Father Zeiser Place,,1,0,0,0,1,0,0,0,Turning Improperly,Driver Inattention/Distraction,,,,4765146,Station Wagon/Sport Utility Vehicle,Bike,,,
10/19/24,6:11,BROOKLYN,11208,40.68856,-73.87572,"(40.68856, -73.87572)",CYPRESS HILL STREET,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4764655,Sedan,,,,
8/22/24,7:00,MANHATTAN,10014,40.73695,-74.00786,"(40.73695, -74.00786)",,,43        BETHUNE STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4750247,Sedan,,,,
10/19/24,1:45,BROOKLYN,11214,40.58516,-73.9874,"(40.58516, -73.9874)",CROPSEY AVENUE,BAY 50 STREET,,1,0,0,0,0,0,1,0,Unspecified,,,,,4764735,Sedan,Sedan,,,
10/11/24,12:00,BROOKLYN,11234,40.63592,-73.92216,"(40.63592, -73.92216)",,,5612      FARRAGUT ROAD,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,4765167,Sedan,,,,
10/19/24,23:45,Missing,,40.669586,-73.92827,"(40.669586, -73.92827)",ROCHESTER AVENUE,,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,4764863,Sedan,Sedan,,,
10/18/24,0:40,Missing,,,,,20 AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4765076,Sedan,,,,
8/30/24,19:34,MANHATTAN,10029,40.792034,-73.94576,"(40.792034, -73.94576)",,,157       EAST 106 STREET,1,0,1,0,0,0,0,0,Alcohol Involvement,,,,,4752141,Sedan,,,,
10/17/24,8:46,Missing,,40.79099,-73.96518,"(40.79099, -73.96518)",CENTRAL PARK WEST,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4765460,Bus,Sedan,,,
10/20/24,0:09,Missing,,40.630577,-73.88591,"(40.630577, -73.88591)",BELT PARKWAY,,,1,0,0,0,0,0,1,0,Other Vehicular,Unspecified,,,,4764889,Sedan,Sedan,,,
10/21/24,18:32,Missing,,40.75348,-73.97879,"(40.75348, -73.97879)",EAST 43 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4765315,Sedan,,,,
10/16/24,18:23,QUEENS,11428,40.722782,-73.73545,"(40.722782, -73.73545)",,,220-32    93 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4765684,Sedan,,,,
8/14/24,18:00,Missing,,,,,DURANT AVENUE,,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,4748092,Station Wagon/Sport Utility Vehicle,Sedan,,,
8/12/24,10:15,Missing,,,,,,,83        WEST DRIVE,0,0,0,0,0,0,0,0,Animals Action,,,,,4748866,AMBULANCE,,,,
7/19/24,19:13,Missing,,,,,EAST 180 STREET,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4748499,Sedan,Pick-up Truck,,,
8/14/24,13:22,Missing,,,,,BROOKLYN QUEENS EXPRESSWAY,30 AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4748103,Motorcycle,Box Truck,,,
10/13/24,0:04,Missing,,40.850822,-73.90147,"(40.850822, -73.90147)",EAST BURNSIDE AVENUE,RYER AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,4766038,Taxi,Sedan,,,
8/27/24,15:30,QUEENS,11434,40.664883,-73.768074,"(40.664883, -73.768074)",,,145-44    FARMERS BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4751741,Sedan,,,,
8/11/24,4:30,BROOKLYN,11208,40.657642,-73.8749,"(40.657642, -73.8749)",ELTON STREET,FLATLANDS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4747211,Sedan,Sedan,,,
8/24/24,21:55,QUEENS,11691,40.592922,-73.753075,"(40.592922, -73.753075)",BOARDWALK,BEACH 19 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4750453,E-Bike,,,,
8/7/24,9:30,QUEENS,11358,40.75024,-73.8005,"(40.75024, -73.8005)",,,166-20    PIDGEON MEADOW ROAD,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4746218,Station Wagon/Sport Utility Vehicle,Sedan,,,
8/3/24,18:18,Missing,,,,,SAINT JOHNS PLACE,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4748205,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
8/13/24,16:00,Missing,,,,,AMBOY ROAD,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4748073,Sedan,,,,
8/11/24,17:00,BROOKLYN,11235,40.583515,-73.9573,"(40.583515, -73.9573)",,,2775      EAST 12 STREET,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4748250,Sedan,,,,
5/31/24,7:59,BRONX,10454,40.80957,-73.925514,"(40.80957, -73.925514)",,,215       ALEXANDER AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4730301,Station Wagon/Sport Utility Vehicle,,,,
8/17/24,21:29,Missing,,,,,WEST 50 STREET,,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,4748651,Taxi,Taxi,,,
6/3/24,16:30,MANHATTAN,10021,40.771427,-73.95853,"(40.771427, -73.95853)",,,221       EAST 75 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4729858,Pick-up Truck,,,,
6/3/24,14:00,Missing,,40.760857,-73.961075,"(40.760857, -73.961075)",1 AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4729784,Station Wagon/Sport Utility Vehicle,Ambulance,,,
5/21/24,10:00,BROOKLYN,11233,40.681904,-73.90994,"(40.681904, -73.90994)",,,481       MARION STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4730361,Sedan,Sedan,,,
5/31/24,12:10,BRONX,10468,40.86923,-73.89604,"(40.86923, -73.89604)",JEROME AVENUE,EAST 196 STREET,,0,0,0,0,0,0,0,0,,,,,,4730185,,,,,
5/31/24,2:00,QUEENS,11101,40.749294,-73.942955,"(40.749294, -73.942955)",43 AVENUE,24 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4730206,Station Wagon/Sport Utility Vehicle,,,,
