CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
8/23/24,19:20,Missing,,,,,166 STREET,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4750664,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
8/23/24,1:23,Missing,,40.77162,-73.87477,"(40.77162, -73.87477)",GRAND CENTRAL PKWY,,,2,0,0,0,0,0,2,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4750801,Sedan,Sedan,,,
8/24/24,12:30,Missing,,,,,JOHNSON STREET,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4750198,Box Truck,Sedan,,,
7/22/24,13:30,BROOKLYN,11236,40.635506,-73.913284,"(40.635506, -73.913284)",FLATLANDS AVENUE,EAST 80 STREET,,1,0,1,0,0,0,0,0,,,,,,4743352,,,,,
8/21/24,16:09,Missing,,,,,TRIBOROUGH BRIDGE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4750707,Sedan,subn,,,
7/15/24,7:44,BRONX,10455,40.81429,-73.899734,"(40.81429, -73.899734)",LEGGETT AVENUE,FOX STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4743503,Sedan,,,,
5/25/24,16:00,Missing,,40.744717,-73.86786,"(40.744717, -73.86786)",JUNCTION BOULEVARD,45 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4727433,Station Wagon/Sport Utility Vehicle,Moped,,,
8/11/24,7:00,Missing,,40.820137,-73.89029,"(40.820137, -73.89029)",BRUCKNER EXPRESSWAY,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4750761,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
8/24/24,23:30,Missing,,,,,45 AVENUE,,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,4750675,Sedan,Station Wagon/Sport Utility Vehicle,,,
8/24/24,18:10,Missing,,,,,WILLIAMSBURG BRIDGE INNER ROADWA,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4750393,Sedan,,,,
8/24/24,13:50,Missing,,40.716034,-73.80416,"(40.716034, -73.80416)",GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4750238,Sedan,Sedan,,,
8/24/24,9:30,Missing,,,,,JAMAICA AVENUE,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4750526,Sedan,,,,
8/24/24,17:41,Missing,,,,,CLARKSON STREET,,,2,0,0,0,2,0,0,0,Unspecified,Unspecified,,,,4750335,Bike,Bike,,,
8/24/24,19:11,Missing,,,,,WEST 51 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4750236,Sedan,Bike,,,
8/22/24,21:57,Missing,,,,,MAIN STREET,,,1,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4750655,Station Wagon/Sport Utility Vehicle,E-Scooter,,,
8/24/24,11:44,Missing,,,,,SCHAEFER STREET,,,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4750260,Station Wagon/Sport Utility Vehicle,,,,
3/6/24,19:45,Missing,,40.835808,-73.949455,"(40.835808, -73.949455)",HENRY HUDSON PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4707931,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
8/24/24,2:00,Missing,,,,,TOMPKINS AVENUE,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4750429,,,,,
1/26/24,5:15,QUEENS,11379,40.714622,-73.90117,"(40.714622, -73.90117)",ELIOT AVENUE,FRESH POND ROAD,,1,0,1,0,0,0,0,0,Unspecified,,,,,4698056,Bus,,,,
8/24/24,23:06,Missing,,40.843903,-73.927284,"(40.843903, -73.927284)",MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4750280,Station Wagon/Sport Utility Vehicle,,,,
1/25/24,7:10,Missing,,,,,LONG ISLAND EXPRESSWAY,188 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4697707,Sedan,Sedan,,,
8/24/24,10:30,Missing,,,,,MAIN STREET,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4750680,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
3/7/24,19:08,QUEENS,11426,40.73444,-73.72179,"(40.73444, -73.72179)",HILLSIDE AVENUE,COMMONWEALTH BOULEVARD,,1,0,1,0,0,0,0,0,Unspecified,,,,,4707938,,,,,
8/24/24,21:20,Missing,,40.604782,-74.070755,"(40.604782, -74.070755)",STATEN ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4750241,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
8/23/24,23:42,Missing,,40.76294,-73.86067,"(40.76294, -73.86067)",GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4750783,Sedan,Sedan,,,
8/22/24,19:30,Missing,,,,,162 STREET,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4750654,Sedan,,,,
8/23/24,17:40,Missing,,40.78076,-73.825424,"(40.78076, -73.825424)",WHITESTONE EXPRESSWAY,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4750665,Sedan,Dump,,,
8/24/24,7:45,BROOKLYN,11201,,,,HICKS STREET,OLD FULTON STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4750448,Taxi,Pick-up Truck,,,
8/11/24,7:30,Missing,,40.820137,-73.89029,"(40.820137, -73.89029)",BRUCKNER EXPRESSWAY,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4750762,Sedan,Taxi,,,
8/24/24,14:50,Missing,,40.76294,-73.86067,"(40.76294, -73.86067)",GRAND CENTRAL PKWY,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4750519,Sedan,Sedan,Sedan,,
6/21/24,18:35,Missing,,40.865143,-73.87204,"(40.865143, -73.87204)",BRONX RIVER PARKWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4750660,Station Wagon/Sport Utility Vehicle,,,,
8/24/24,2:30,Missing,,40.665794,-73.7464,"(40.665794, -73.7464)",BELT PARKWAY,,,2,0,0,0,0,0,2,0,Following Too Closely,Unsafe Speed,Unspecified,,,4750405,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
8/23/24,20:22,Missing,,,,,RUTLAND ROAD,,,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Unspecified,Unspecified,,,4750725,Sedan,Sedan,Sedan,,
6/1/24,21:40,BROOKLYN,11212,40.66539,-73.9204,"(40.66539, -73.9204)",,,92        TAPSCOTT STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4729366,Sedan,Sedan,,,
6/1/24,2:03,BROOKLYN,11205,40.689335,-73.95608,"(40.689335, -73.95608)",LAFAYETTE AVENUE,SKILLMAN STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,4729530,Bike,,,,
5/31/24,10:15,QUEENS,11691,40.59781,-73.7831,"(40.59781, -73.7831)",,,51-10     ALMEDA AVENUE,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4729804,Garbage or Refuse,Sedan,,,
6/1/24,16:08,BROOKLYN,11238,40.682373,-73.96162,"(40.682373, -73.96162)",FULTON STREET,GRAND AVENUE,,1,0,0,0,0,0,1,0,Obstruction/Debris,,,,,4729665,Sedan,,,,
6/1/24,14:21,BROOKLYN,11236,40.634106,-73.906715,"(40.634106, -73.906715)",AVENUE K,EAST 84 STREET,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,4729285,Sedan,Sedan,,,
5/29/24,13:30,Missing,,40.815205,-73.947495,"(40.815205, -73.947495)",WEST 133 STREET,,,0,0,0,0,0,0,0,0,Driverless/Runaway Vehicle,,,,,4729634,Sedan,,,,
6/1/24,14:47,MANHATTAN,10023,40.77048,-73.983864,"(40.77048, -73.983864)",COLUMBUS AVENUE,WEST 61 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4729070,Sedan,,,,
6/1/24,9:00,Missing,,40.744526,-73.77161,"(40.744526, -73.77161)",CLEARVIEW EXPRESSWAY,,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,4729175,Station Wagon/Sport Utility Vehicle,Box Truck,,,
6/1/24,8:35,Missing,,40.726044,-73.90204,"(40.726044, -73.90204)",LONG ISLAND EXPRESSWAY,,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,Unspecified,,,,4729766,Tractor Truck Diesel,Motorcycle,,,
7/26/24,15:23,Missing,,40.608543,-74.08886,"(40.608543, -74.08886)",STATEN ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4743728,Box Truck,,,,
1/27/24,9:00,Missing,,40.76727,-73.82905,"(40.76727, -73.82905)",LEAVITT STREET,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4698267,Sedan,,,,
1/27/24,17:09,Missing,,,,,VANWYCK EXPRESSWAY,LIBERTY AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4698644,Sedan,Station Wagon/Sport Utility Vehicle,,,
1/25/24,12:30,MANHATTAN,10013,40.714344,-73.99958,"(40.714344, -73.99958)",,,26        MULBERRY STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4698664,Sedan,,,,
1/27/24,3:48,BROOKLYN,11207,40.682,-73.89134,"(40.682, -73.89134)",,,157       SUNNYSIDE AVENUE,1,0,0,0,0,0,1,0,Driver Inexperience,,,,,4698710,Sedan,,,,
1/27/24,6:03,Missing,,40.838997,-73.91073,"(40.838997, -73.91073)",MORRIS AVENUE,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4698023,Van,Sedan,,,
1/28/24,9:30,Missing,,40.632927,-74.14305,"(40.632927, -74.14305)",,,31        TRANTOR PLACE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4698731,Sedan,,,,
11/22/24,5:25,BRONX,10466,40.889717,-73.86381,"(40.889717, -73.86381)",E 226 ST,BRONX BLVD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4774963,Sedan,,,,
11/21/24,15:45,QUEENS,11373,40.734875,-73.88211,"(40.734875, -73.88211)",HASPEL ST,GRAND AVE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4774931,Sedan,,,,
1/22/24,9:45,BRONX,10475,40.881298,-73.826294,"(40.881298, -73.826294)",,,3311      MERRITT AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4699194,Sedan,,,,
1/29/24,7:15,QUEENS,11368,40.742847,-73.86633,"(40.742847, -73.86633)",,,96-47     CORONA AVENUE,1,0,1,0,0,0,0,0,Unspecified,,,,,4698738,Sedan,,,,
1/26/24,21:03,BROOKLYN,11232,40.65039,-74.00851,"(40.65039, -74.00851)",4 AVENUE,43 STREET,,1,0,0,0,0,0,1,0,Unspecified,,,,,4699250,MOPED,,,,
1/28/24,11:50,Missing,,,,,WEST 181 STREET,HENRY HUDSON PARKWAY,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,4699548,Sedan,Station Wagon/Sport Utility Vehicle,,,
5/31/24,9:15,MANHATTAN,10036,40.759033,-73.9961,"(40.759033, -73.9961)",,,500       WEST 41 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,4729884,Sedan,Box Truck,,,
7/28/24,13:25,Missing,,,,,PARK AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4743702,Sedan,Dump,,,
7/27/24,14:00,Missing,,,,,VERRAZANO BRIDGE UPPER,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4744192,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
5/30/24,19:01,BROOKLYN,11203,40.660248,-73.93675,"(40.660248, -73.93675)",,,700       RUTLAND ROAD,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,4729870,Sedan,Sedan,,,
5/29/24,8:20,Missing,,40.753906,-73.99962,"(40.753906, -73.99962)",10 AVENUE,,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,4729904,Bike,Sedan,,,
6/2/24,14:03,BROOKLYN,11233,40.677006,-73.92297,"(40.677006, -73.92297)",,,1875      ATLANTIC AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4729539,Sedan,Sedan,,,
6/1/24,14:44,Missing,,40.674934,-73.80186,"(40.674934, -73.80186)",VAN WYCK EXPWY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4729932,Sedan,Van,,,
5/31/24,19:20,Missing,,,,,ALEXANDER HAMILTON BRIDGE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4729963,Pick-up Truck,Tow Truck / Wrecker,,,
6/2/24,7:20,BROOKLYN,11207,40.675285,-73.886345,"(40.675285, -73.886345)",,,346       WARWICK STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4729274,Sedan,,,,
5/29/24,11:15,Missing,,40.886635,-73.88746,"(40.886635, -73.88746)",MOSHOLU PARKWAY,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4729876,Sedan,Sedan,,,
7/20/24,15:00,BROOKLYN,11232,40.65463,-74.00042,"(40.65463, -74.00042)",5 AVENUE,33 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4744687,Sedan,,,,
12/1/24,9:06,QUEENS,11373,40.747105,-73.88654,"(40.747105, -73.88654)",,,40-03     79 ST,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4775567,Sedan,,,,
12/1/24,0:10,BROOKLYN,11208,40.6884,-73.867455,"(40.6884, -73.867455)",ETNA ST,ELDERT LN,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,4775301,Sedan,,,,
12/1/24,23:25,BROOKLYN,11207,40.674057,-73.88916,"(40.674057, -73.88916)",,,572       GLENMORE AVE,1,0,1,0,0,0,0,0,Unspecified,,,,,4775882,Sedan,,,,
12/1/24,22:38,BRONX,10467,40.885693,-73.86164,"(40.885693, -73.86164)",WHITE PLAINS RD,E 222 ST,,1,0,1,0,0,0,0,0,Unsafe Speed,,,,,4775742,E-Bike,,,,
2/9/24,23:56,Missing,,40.754986,-73.74535,"(40.754986, -73.74535)",CROSS ISLAND PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4701464,Sedan,,,,
2/8/24,13:30,MANHATTAN,10016,40.74102,-73.97862,"(40.74102, -73.97862)",2 AVENUE,EAST 28 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4701548,Sedan,,,,
2/6/24,16:08,BRONX,10474,40.81876,-73.8883,"(40.81876, -73.8883)",,,1225      SENECA AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4701334,Sedan,,,,
2/10/24,6:48,Missing,,40.59423,-73.908325,"(40.59423, -73.908325)",BELT PARKWAY,,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,4702002,Sedan,Sedan,,,
2/10/24,0:00,QUEENS,11001,40.732746,-73.70761,"(40.732746, -73.70761)",,,86-22     259 STREET,1,0,1,0,0,0,0,0,Unspecified,,,,,4701607,Sedan,,,,
12/2/24,14:33,BROOKLYN,11204,40.626556,-73.99017,"(40.626556, -73.99017)",57 ST,16 AVE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4775754,Sedan,Bus,,,
6/2/24,21:05,Missing,,40.615574,-74.008766,"(40.615574, -74.008766)",14 AVENUE,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4729614,Sedan,E-Bike,,,
6/2/24,7:23,Missing,,40.867275,-73.91922,"(40.867275, -73.91922)",ISHAM STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4729400,Station Wagon/Sport Utility Vehicle,Sedan,,,
2/18/24,11:00,QUEENS,11415,40.711548,-73.82657,"(40.711548, -73.82657)",,,123-60    83 AVENUE,0,0,0,0,0,0,0,0,Turning Improperly,,,,,4703601,Sedan,,,,
6/1/24,18:35,BRONX,10458,40.851757,-73.88473,"(40.851757, -73.88473)",EAST 183 STREET,CROTONA AVENUE,,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,4729925,Sedan,,,,
6/2/24,13:50,Missing,,40.694317,-73.82036,"(40.694317, -73.82036)",127 STREET,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4729477,Station Wagon/Sport Utility Vehicle,Sedan,,,
6/2/24,15:02,QUEENS,11378,40.72392,-73.89434,"(40.72392, -73.89434)",69 STREET,58 ROAD,,0,0,0,0,0,0,0,0,Drugs (illegal),Unspecified,,,,4729457,Sedan,Station Wagon/Sport Utility Vehicle,,,
6/1/24,20:40,BRONX,10463,40.87372,-73.903984,"(40.87372, -73.903984)",,,2841      HEATH AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4729892,Station Wagon/Sport Utility Vehicle,,,,
5/31/24,20:00,QUEENS,11369,40.76393,-73.87837,"(40.76393, -73.87837)",91 STREET,25 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4730085,Van,,,,
8/11/24,10:38,MANHATTAN,10065,40.765408,-73.97187,"(40.765408, -73.97187)",,,2         EAST 61 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4749000,Sedan,Sedan,,,
7/26/24,11:00,Missing,,40.709305,-73.84369,"(40.709305, -73.84369)",UNION TURNPIKE,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4743929,Sedan,Pick-up Truck,,,
7/28/24,8:00,MANHATTAN,10027,40.813934,-73.96005,"(40.813934, -73.96005)",,,75        LASALLE STREET,0,0,0,0,0,0,0,0,Other Vehicular,,,,,4743806,Sedan,,,,
12/5/24,0:30,QUEENS,11435,40.698086,-73.803246,"(40.698086, -73.803246)",,,148-24    97 AVE,0,0,0,0,0,0,0,0,Unspecified,,,,,4776656,Sedan,,,,
2/13/24,13:30,QUEENS,11355,40.75806,-73.81402,"(40.75806, -73.81402)",CHERRY AVENUE,149 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4702348,Sedan,,,,
2/13/24,20:55,Missing,,40.678722,-73.952995,"(40.678722, -73.952995)",BEDFORD AVENUE,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4702425,Sedan,Moped,,,
7/17/24,0:51,Missing,,40.84222,-73.82579,"(40.84222, -73.82579)",BRUCKNER EXPRESSWAY,,,1,0,0,0,1,0,0,0,Pavement Defective,,,,,4744950,Bike,,,,
8/2/24,11:49,Missing,,,,,ATLANTIC AVENUE,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4745315,Sedan,Motorcycle,,,
2/16/24,9:15,Missing,,40.620712,-73.95764,"(40.620712, -73.95764)",AVENUE L,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4703271,Sedan,Pick-up Truck,,,
9/2/24,22:35,BROOKLYN,11215,40.67003,-73.97233,"(40.67003, -73.97233)",PROSPECT PARK WEST,GARFIELD PLACE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4752625,Sedan,Sedan,,,
2/12/24,17:10,Missing,,40.671406,-73.96133,"(40.671406, -73.96133)",EASTERN PARKWAY,,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,4703440,Sedan,Sedan,,,
2/15/24,8:10,Missing,,40.76432,-73.9772,"(40.76432, -73.9772)",WEST 57 STREET,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4703206,Bus,Sedan,,,
2/6/24,20:25,BRONX,10472,40.829422,-73.87491,"(40.829422, -73.87491)",,,1615      WESTCHESTER AVENUE,1,0,1,0,0,0,0,0,Unspecified,,,,,4703300,Sedan,,,,
9/2/24,16:20,Missing,,40.710476,-73.963844,"(40.710476, -73.963844)",BROADWAY,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4753307,Sedan,,,,
8/5/24,7:30,BRONX,10470,40.899185,-73.8562,"(40.899185, -73.8562)",MATILDA AVENUE,NEREID AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4746109,Sedan,,,,
2/14/24,21:38,QUEENS,11101,40.753227,-73.94672,"(40.753227, -73.94672)",QUEENS PLAZA SOUTH,11 STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,4702821,Bike,,,,
8/22/24,0:13,BROOKLYN,11210,40.63416,-73.949036,"(40.63416, -73.949036)",,,1491      FLATBUSH AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4751269,Station Wagon/Sport Utility Vehicle,,,,
2/14/24,19:00,BROOKLYN,11219,40.64404,-73.99495,"(40.64404, -73.99495)",,,971       41 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4702908,Sedan,,,,
2/20/24,19:30,Missing,,,,,HENRY HUDSON PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4704085,Box Truck,,,,
7/31/24,19:20,Missing,,,,,BROOKLYN AVENUE,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4744648,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/7/24,18:09,QUEENS,11385,40.697433,-73.8986,"(40.697433, -73.8986)",SENECA AVE,DECATUR ST,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4777240,Bus,Sedan,,,
12/3/24,17:32,MANHATTAN,10019,40.76229,-73.98611,"(40.76229, -73.98611)",W 50 ST,8 AVE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4777498,Sedan,,,,
12/5/24,14:42,BROOKLYN,11208,40.67659,-73.870476,"(40.67659, -73.870476)",,,466       CRESCENT ST,0,0,0,0,0,0,0,0,Unspecified,,,,,4777348,Sedan,,,,
2/26/24,17:00,Missing,,40.8327,-73.950226,"(40.8327, -73.950226)",HENRY HUDSON PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4705552,Sedan,,,,
2/26/24,9:20,BROOKLYN,11211,0,0,"(0.0, 0.0)",SOUTH 5 STREET,HAVEMEYER STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4705667,Sedan,Sedan,,,
2/26/24,19:57,Missing,,40.750443,-73.96599,"(40.750443, -73.96599)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4705349,Sedan,,,,
12/8/24,22:03,Missing,,40.855476,-73.87661,"(40.855476, -73.87661)",E FORDHAM RD,BRONX RIVER SHORELINE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4777287,Sedan,Sedan,,,
6/24/24,12:15,Missing,,40.80582,-73.90926,"(40.80582, -73.90926)",BRUCKNER EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4745543,Sedan,Box Truck,,,
7/23/24,23:02,Missing,,40.82156,-73.95836,"(40.82156, -73.95836)",HENRY HUDSON PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4745646,Convertible,,,,
12/9/24,22:40,MANHATTAN,10032,40.834682,-73.94443,"(40.834682, -73.94443)",BROADWAY,W 158 ST,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4777763,,,,,
2/20/24,18:25,MANHATTAN,10019,40.76525,-73.995094,"(40.76525, -73.995094)",WEST 49 STREET,11 AVENUE,,1,0,1,0,0,0,0,0,,,,,,4704029,Sedan,,,,
2/20/24,13:15,Missing,,40.679787,-73.93844,"(40.679787, -73.93844)",FULTON STREET,,,1,0,0,0,0,0,1,0,Passing Too Closely,Unspecified,,,,4704115,Sedan,,,,
2/18/24,11:20,BROOKLYN,11220,40.638878,-74.00605,"(40.638878, -74.00605)",8 AVENUE,54 STREET,,1,0,1,0,0,0,0,0,,,,,,4704339,,,,,
2/20/24,9:15,QUEENS,11106,40.759422,-73.92747,"(40.759422, -73.92747)",,,34-02     31 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,4704050,Pick-up Truck,,,,
2/20/24,19:00,BRONX,10463,40.873917,-73.90926,"(40.873917, -73.90926)",,,54        WEST 225 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4704256,Sedan,,,,
2/18/24,10:14,Missing,,40.83501,-73.90353,"(40.83501, -73.90353)",3 AVENUE,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4704306,Sedan,,,,
8/4/24,0:02,Missing,,40.744644,-73.731186,"(40.744644, -73.731186)",GRAND CENTRAL PKWY,,,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,4745850,Sedan,,,,
8/2/24,8:00,Missing,,40.584755,-73.94712,"(40.584755, -73.94712)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4745838,Bus,Sedan,,,
8/3/24,22:05,Missing,,,,,HALSEY STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4746032,Station Wagon/Sport Utility Vehicle,Motorcycle,Sedan,,
8/4/24,18:30,Missing,,,,,FDR DRIVE RAMP,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4745275,Sedan,Station Wagon/Sport Utility Vehicle,,,
8/2/24,16:33,Missing,,,,,FULTON STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4746031,Sedan,,,,
8/4/24,0:00,Missing,,40.667236,-73.770004,"(40.667236, -73.770004)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4745236,Station Wagon/Sport Utility Vehicle,Sedan,,,
7/28/24,3:30,Missing,,,,,VANWYCK EXPRESSWAY,JAMAICA AVENUE,,3,0,0,0,0,0,3,0,Unspecified,,,,,4745891,Sedan,,,,
8/4/24,11:00,Missing,,,,,TRIBOROUGH BRIDGE,RANDALLS ISLAND,,1,0,0,0,0,0,1,0,Unsafe Speed,,,,,4745855,Motorcycle,,,,
7/29/24,14:00,Missing,,,,,OCEAN AVENUE,,,1,0,0,0,1,0,0,0,Unspecified,,,,,4745758,E-Bike,,,,
